case_id,family,feed_height_ft,radiator_end_height_ft,return_kind,return_id,return_length_ft,return_azimuth_deg,coax_length_ft,mast_condition,band,frequency_hz,antenna_resistance_ohm,antenna_reactance_ohm,antenna_raw_swr_50ohm,nec_radiation_efficiency,cache_hit
elevated_tree_feed30_end3_dedicated_angled_45ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az135,45.0,135.0,29.5,none,15m,21050000,1854.3,402.88,38.837874700375956,0.9159999999999999,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az135,45.0,135.0,29.5,none,12m,24910000,213.65,-28.948,4.355898675775643,0.9006000000000001,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az135,45.0,135.0,29.5,none,10m,28050000,1063.8,-1010.3,40.48811451647413,0.905,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az135,45.0,135.0,29.5,none,6m,50100000,177.5,33.571,3.6874902557803235,0.8806999999999999,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,160m,1850000,9.5952,-1420.4,4210.70559013776,0.6998000000000001,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,80m,3550000,24.186,-425.95,152.57623354173174,0.8025,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,60m,5357000,75.106,206.59,13.458662311289292,0.8818,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,40m,7050000,314.35,1041.2,75.40670756388003,0.9214,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,30m,10120000,1752.4,40.237,35.066492747944224,0.917,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,20m,14050000,109.52,-265.48,15.452865754792148,0.8914,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,17m,18080000,3156.5,525.65,64.88115094461888,0.9087000000000001,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,15m,21050000,1912.3,488.99,40.748376679993626,0.9129,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,12m,24910000,196.71,-30.779,4.036991180185629,0.8898,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,10m,28050000,1065.5,-1042.1,41.717233408360194,0.9034,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az180,45.0,180.0,29.5,none,6m,50100000,182.55,34.712,3.7932839247964885,0.8822,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,160m,1850000,7.5513,-1488.0,5871.044609066302,0.6238,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,80m,3550000,17.24,-466.45,255.64901193688073,0.7282,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,60m,5357000,50.819,172.57,13.647174061466426,0.8301999999999999,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,40m,7050000,219.58,1026.2,100.52760748885053,0.8909,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,30m,10120000,1825.6,-503.28,39.28881256265445,0.9346,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,20m,14050000,135.17,-263.91,13.303453580409856,0.9178000000000001,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,17m,18080000,2981.8,753.34,63.443573904406705,0.9098999999999999,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,15m,21050000,1898.0,188.48,38.33459578245714,0.9246,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,12m,24910000,220.27,-8.0944,4.411671698245268,0.9067000000000001,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,10m,28050000,1045.6,-999.28,40.0350807892191,0.9093000000000001,True
elevated_tree_feed30_end3_dedicated_angled_45ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_45ft_az90,45.0,90.0,29.5,none,6m,50100000,175.47,28.703,3.611347529170219,0.8839,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,160m,1850000,9.6551,-1355.1,3809.1559988420495,0.6883,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,80m,3550000,24.682,-374.79,116.33266092960694,0.7951999999999999,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,60m,5357000,79.568,279.92,21.869182316602345,0.8778,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,40m,7050000,364.29,1225.1,89.81165589768486,0.9197,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,30m,10120000,1180.4,-2095.3,98.02650233690765,0.9390000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,20m,14050000,96.043,-79.273,3.461163956303025,0.8802,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,17m,18080000,3856.7,520.04,78.53668235614805,0.9106000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,15m,21050000,387.49,-1021.9,61.76233790252174,0.92,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,12m,24910000,196.97,298.4,13.158479786672329,0.8885,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,10m,28050000,1348.1,-879.16,38.43991394863727,0.9046,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az135,49.0,135.0,29.5,none,6m,50100000,1214.4,-810.22,35.11189855229328,0.8986,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,160m,1850000,10.236,-1339.8,3512.44366937283,0.7051000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,80m,3550000,26.752,-365.48,102.25644367953666,0.8101999999999999,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,60m,5357000,86.978,287.29,21.24583742317103,0.8875,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,40m,7050000,392.57,1220.5,83.85752274814203,0.9254000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,30m,10120000,1220.5,-2097.3,96.5203652602981,0.9395,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,20m,14050000,89.578,-73.11,3.2338978766370508,0.8693000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,17m,18080000,3675.0,369.36,74.24259491314059,0.9146,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,15m,21050000,404.51,-1038.7,61.54099425236229,0.9204000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,12m,24910000,186.92,310.28,14.23671013381416,0.879,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,10m,28050000,1273.2,-923.62,38.87801940478051,0.9016,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az180,49.0,180.0,29.5,none,6m,50100000,1213.8,-803.03,34.91397839254587,0.8976000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,160m,1850000,8.0035,-1406.9,4952.662173331858,0.628,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,80m,3550000,18.928,-405.68,176.91164626054845,0.7369,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,60m,5357000,58.513,254.2,24.06981787969912,0.8376,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,40m,7050000,273.51,1221.5,114.74906165441035,0.8952,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,30m,10120000,1032.8,-2136.3,109.07203875749732,0.9356,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,20m,14050000,110.87,-82.657,3.6249819725043935,0.9011,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,17m,18080000,3938.0,998.41,83.82334962217202,0.9057,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,15m,21050000,333.04,-1027.6,70.21019865958233,0.9116,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,12m,24910000,204.63,309.86,13.647751804257567,0.8966,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,10m,28050000,1407.1,-807.26,37.41338413507779,0.9106000000000001,True
elevated_tree_feed30_end3_dedicated_angled_49ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_49ft_az90,49.0,90.0,29.5,none,6m,50100000,1175.4,-806.63,34.59278897252072,0.9028,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,160m,1850000,10.252,-1285.2,3227.3585342855476,0.6927,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,80m,3550000,27.219,-318.85,77.07008917256314,0.8022,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,60m,5357000,93.26,365.98,31.093463604879155,0.8832,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,40m,7050000,495.13,1479.9,98.459244555531,0.9231,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,30m,10120000,519.42,-1637.1,113.67159803015807,0.9372,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,20m,14050000,98.818,89.953,3.8610065199198247,0.8701000000000001,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,17m,18080000,4027.5,-1806.1,96.7506993405135,0.9208,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,15m,21050000,185.22,-599.84,42.8029489691207,0.9096,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,12m,24910000,293.95,672.36,36.78006239250722,0.8896999999999999,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,10m,28050000,1168.1,-1815.6,79.83270914546894,0.9116,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az135_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az135,53.0,135.0,29.5,none,6m,50100000,157.82,-181.36,7.508253095288016,0.8744,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,160m,1850000,10.875,-1270.2,2972.0020646757816,0.7094,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,80m,3550000,29.502,-309.71,67.29627321118362,0.8167,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,60m,5357000,101.76,372.85,29.81556032840003,0.8924,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,40m,7050000,529.5,1466.7,91.92789962445116,0.9283,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,30m,10120000,538.29,-1645.4,111.44014448714822,0.9373999999999999,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,20m,14050000,95.715,99.336,4.264044773283399,0.8637,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,17m,18080000,3828.1,-1472.7,87.89486816737856,0.9277,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,15m,21050000,185.47,-613.0,44.47723308024341,0.9057,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,12m,24910000,302.81,697.89,38.36397041402216,0.8889,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,10m,28050000,1206.6,-1708.8,72.56007875133024,0.9198999999999999,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az180_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az180,53.0,180.0,29.5,none,6m,50100000,163.33,-181.27,7.462332564427794,0.8765000000000001,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,160m,1850000,8.4776,-1336.4,4219.441184398584,0.6324000000000001,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,80m,3550000,20.844,-349.33,119.89755211571541,0.7456,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,60m,5357000,68.782,341.24,35.93381833141188,0.8453,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,40m,7050000,377.79,1497.2,126.34975104795686,0.9004000000000001,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,30m,10120000,444.7,-1641.2,130.13828078607992,0.9316,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,20m,14050000,111.52,79.458,3.5275431507655313,0.8902,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,17m,18080000,4872.7,-2414.8,121.39042951007814,0.9020999999999999,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,15m,21050000,156.16,-590.84,48.132124879707476,0.8998,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,12m,24910000,299.12,671.37,36.25956009422042,0.8964,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,10m,28050000,1196.0,-1962.9,88.38153508497719,0.9048,True
elevated_tree_feed30_end3_dedicated_angled_53ft_az90_none,elevated_tree,30.0,3.0,dedicated_angled,dedicated_angled_53ft_az90,53.0,90.0,29.5,none,6m,50100000,152.16,-186.6,7.820638138681927,0.8753,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,160m,1850000,5.9664,-1980.4,13155.40270599364,0.6118,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,80m,3550000,12.217,-788.94,1023.2871928301242,0.6962999999999999,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,60m,5357000,33.295,-159.1,17.315045693169072,0.8061,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,40m,7050000,140.53,515.04,40.89419498285485,0.8815999999999999,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,30m,10120000,410.14,-926.73,50.1845555568829,0.9306,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,20m,14050000,432.15,961.67,51.53967702359705,0.9268000000000001,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,17m,18080000,1963.2,-1395.3,59.10610827159915,0.9276000000000001,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,15m,21050000,151.75,-601.06,50.95911594460663,0.9217,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,12m,24910000,212.8,311.36,13.528420790416178,0.9153,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,10m,28050000,1116.4,-877.6,36.14271384807153,0.9143000000000001,True
elevated_tree_feed30_end3_dedicated_vertical_29.5ft_vertical_none,elevated_tree,30.0,3.0,dedicated_vertical,dedicated_vertical_29.5ft_vertical,29.5,,29.5,none,6m,50100000,1069.4,-752.97,32.00691236700421,0.9390999999999999,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,160m,1850000,4.6243,-1711.9,12685.695028097765,0.6402,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,80m,3550000,10.323,-605.63,715.670909653407,0.7323000000000001,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,60m,5357000,31.197,31.839,2.4720139878829435,0.8331999999999999,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,40m,7050000,143.27,801.89,92.96807589421172,0.8936,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,30m,10120000,901.96,-793.71,32.0324520149843,0.963,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,20m,14050000,331.88,-583.54,27.272195218942713,0.9795999999999999,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,17m,18080000,2563.6,-213.68,51.62834574609363,0.9301,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,15m,21050000,238.84,-74.543,5.261385018725676,0.956,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,12m,24910000,1373.1,-508.24,31.228796969735935,0.9834,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,10m,28050000,851.37,-1289.4,56.12424134865712,0.9205,True
elevated_tree_feed40_end3_coax_return_39.5ft_vertical_none,elevated_tree,40.0,3.0,coax_return,coax_return_39.5ft_vertical,39.5,,39.5,none,6m,50100000,671.84,-591.14,23.872002672534126,0.9777,True
elevated_tree_feed40_end3_dedicated_angled_41ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,39.5,none,160m,1850000,5.6012,-1602.8,9181.95809091294,0.5224,True
elevated_tree_feed40_end3_dedicated_angled_41ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,39.5,none,80m,3550000,12.963,-550.19,471.149733536482,0.664,True
elevated_tree_feed40_end3_dedicated_angled_41ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,39.5,none,60m,5357000,39.512,71.498,4.416821293360993,0.8029000000000001,True
elevated_tree_feed40_end3_dedicated_angled_41ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,39.5,none,40m,7050000,174.61,832.81,83.20900586025486,0.8829,True
elevated_tree_feed40_end3_dedicated_angled_41ft_az135_none,elevated_tree,40.0,3.0,dedicated_angled,dedicated_angled_41ft_az135,41.0,135.0,39.5,none,30m,10120000,862.76,-584.46,25.192079967303638,0.9412,True
