deployment,deployment_label,return_path,return_label,choke_position,ground,band,frequency_hz,antenna_resistance_ohm,antenna_reactance_ohm,antenna_raw_swr_50ohm,nec_radiation_efficiency,cache_hit
horizontal_10,10 ft low horizontal,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,12.995,-2642.7,10752.646555745572,0.8787999999999999,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,2835.5,392.97,57.79956125981154,0.9183,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,15m,21050000,230.58,78.539,5.170054089116308,0.9495,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,12m,24910000,1047.1,1419.6,59.46523043726812,0.9771,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,10m,28050000,1977.4,-2044.0,81.8179260150779,0.961,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,6m,50100000,285.7,258.56,10.473492768455676,0.9501999999999999,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,160m,1850000,58.907,-2504.5,2131.661399471346,0.9732,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,80m,3550000,51.596,-1104.2,474.6159980091107,0.9493,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,60m,5357000,72.102,-425.71,52.386587132251435,0.9326000000000001,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,40m,7050000,187.46,205.99,8.424251639272937,0.9272,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,30m,10120000,327.28,-1192.2,93.54547222146688,0.9209,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,20m,14050000,113.43,74.119,3.3823886945407167,0.9412999999999999,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,17m,18080000,2700.1,432.63,55.388847249072455,0.9231999999999999,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,15m,21050000,246.27,72.815,5.372896118543551,0.9521,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,12m,24910000,1153.4,1315.3,53.09102483731926,0.98,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,10m,28050000,1891.5,-1897.7,75.92166902677472,0.9606,True
sloper_20,3-to-20 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,6m,50100000,309.64,246.79,10.190086155966924,0.9544,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,160m,1850000,18.04,-2547.9,7200.243599031464,0.8893000000000001,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,80m,3550000,27.604,-1127.2,922.9389402809056,0.8837,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,60m,5357000,51.995,-450.48,80.04740178621842,0.8915000000000001,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,40m,7050000,150.21,175.74,7.312497764860744,0.9011,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,30m,10120000,276.56,-1138.8,99.48740823951994,0.9065000000000001,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,20m,14050000,97.41,69.252,3.126298066260923,0.9136,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,17m,18080000,2688.9,428.53,55.14435728710546,0.9126000000000001,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,15m,21050000,203.56,106.6,5.242564077087547,0.9168999999999999,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,12m,24910000,839.48,1509.7,71.1352432759952,0.9395,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,10m,28050000,2660.2,-2105.6,86.54370715522838,0.9388,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,6m,50100000,250.95,299.31,12.276573823514749,0.9120999999999999,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,160m,1850000,51.623,-2569.9,2560.699663383416,0.9614,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,80m,3550000,46.539,-1149.6,569.9486262208242,0.9312999999999999,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,60m,5357000,66.751,-468.5,67.83381346734984,0.9161,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,40m,7050000,176.21,151.73,6.261257773316913,0.9175,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,30m,10120000,313.01,-1163.3,92.87713763383316,0.9136,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,20m,14050000,103.87,64.34,3.0253059869653143,0.9188,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,17m,18080000,2558.7,469.08,52.894540632245075,0.9176000000000001,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,15m,21050000,216.77,102.41,5.346670821846942,0.9213,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,12m,24910000,942.44,1449.0,63.442795419301966,0.9472,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,10m,28050000,2475.0,-1959.1,80.52251291084077,0.9442,True
sloper_20,3-to-20 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,6m,50100000,271.7,291.9,11.805355249418763,0.9192,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,160m,1850000,19.636,-2496.6,6351.494171846411,0.9194,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,80m,3550000,30.733,-1084.1,767.0681833937645,0.9144,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,60m,5357000,60.38,-403.44,55.93097076841819,0.9185,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,40m,7050000,183.07,241.29,10.196954058607338,0.9229,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,30m,10120000,334.5,-1168.3,88.43802837202303,0.9268000000000001,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,20m,14050000,104.55,68.808,3.1583143568550787,0.9361,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,17m,18080000,2947.6,490.41,60.584306452153974,0.9156,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,15m,21050000,218.0,69.976,4.831621002483038,0.9464,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,12m,24910000,1054.6,1441.9,60.55160141275768,0.9765,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,10m,28050000,1945.8,-1992.1,79.71918636197834,0.9639,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,average,6m,50100000,280.63,254.17,10.297759171101225,0.9490000000000001,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,160m,1850000,57.251,-2521.9,2223.8060469761654,0.9723999999999999,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,80m,3550000,51.346,-1111.1,482.870839003328,0.9490999999999999,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,60m,5357000,73.86,-427.48,51.617358326740046,0.9342,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,40m,7050000,197.26,208.27,8.478619229901193,0.9308,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,30m,10120000,351.72,-1204.3,89.63660049019889,0.9261,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,20m,14050000,108.61,65.797,3.1080242766917334,0.9384,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,17m,18080000,2849.4,516.12,58.85828352997318,0.9194,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,15m,21050000,232.33,65.636,5.0340218793745155,0.9490000000000001,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,12m,24910000,1157.7,1342.6,54.3193989566635,0.9793999999999999,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,10m,28050000,1843.1,-1875.8,75.05740824125499,0.9618000000000001,True
sloper_30,3-to-30 ft sloper,coax_common_mode,17 ft coax exterior as counterpoise; choke at radio,radio,poor,6m,50100000,303.21,243.62,10.044368941672825,0.9531000000000001,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,160m,1850000,17.643,-2563.9,7454.961590569749,0.8869,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,80m,3550000,28.258,-1132.4,909.920533506259,0.8863,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,60m,5357000,56.361,-448.87,73.49851763857733,0.8994,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,40m,7050000,172.64,184.12,7.537009048394342,0.9131,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,30m,10120000,319.65,-1141.1,88.00899306993958,0.9198000000000001,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,20m,14050000,96.034,58.824,2.8055219151812847,0.9118999999999999,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,17m,18080000,2790.0,526.18,57.78531386523821,0.9097,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,15m,21050000,192.22,98.75,4.915714558778146,0.9118999999999999,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,12m,24910000,843.24,1529.4,72.38830262869186,0.9387000000000001,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,10m,28050000,2625.4,-2053.9,84.65132670046242,0.9407,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,average,6m,50100000,246.71,294.87,12.102867310830261,0.9105,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,160m,1850000,50.112,-2585.5,2669.9475271783385,0.9603,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,80m,3550000,46.354,-1155.8,578.3830202829832,0.9311,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,60m,5357000,68.482,-470.11,66.62825423122415,0.9181999999999999,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,40m,7050000,185.55,153.63,6.367443627680413,0.9216,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,30m,10120000,336.31,-1174.0,88.8282306528657,0.9192,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,20m,14050000,99.513,56.444,2.77229873322295,0.915,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,17m,18080000,2695.5,554.24,56.18997342239378,0.9135,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,15m,21050000,204.17,95.773,5.027917210817763,0.9163,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,12m,24910000,942.01,1473.2,64.95633740497904,0.9460999999999999,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,10m,28050000,2420.5,-1936.5,79.40366309427674,0.9449,True
sloper_30,3-to-30 ft sloper,dedicated_counterpoise,17 ft dedicated 26-AWG counterpoise; choke at feedpoint,feedpoint,poor,6m,50100000,266.16,288.49,11.679303743198258,0.9173,True
